theme,prompt,done
デカ文字！クオッカ省エネスタンプ２,"P1: ACTION/PROPS=""Quokka waving one paw from afar, friendly and bright expression"" | TEXT=""やっほー"" P2: ACTION/PROPS=""Quokka making a heart shape with both paws, very affectionate look"" | TEXT=""らぶ"" P3: ACTION/PROPS=""Quokka lying down with head on paws, looking bored and flat"" | TEXT=""ねむい"" P4: ACTION/PROPS=""Quokka with a sharp glint in eyes, wearing a tiny detective hat"" | TEXT=""察知"" P5: ACTION/PROPS=""Quokka checking a phone with a surprised face, wide eyes"" | TEXT=""まじ！？"" P6: ACTION/PROPS=""Quokka with a swirl on forehead, dizzy and confused expression"" | TEXT=""ふらふら"" P7: ACTION/PROPS=""Quokka holding a megaphone, wide mouth, looking urgent"" | TEXT=""集合"" P8: ACTION/PROPS=""Quokka with sparkling gold coins in eyes, very excited grin"" | TEXT=""おトク"" P9: ACTION/PROPS=""Quokka throwing petals into the air, extremely happy and celebratory"" | TEXT=""祝""",1
デカ文字！クオッカ省エネスタンプ２,"P1: ACTION/PROPS=""Quokka bowing politely with paws at sides, professional and calm"" | TEXT=""承知"" P2: ACTION/PROPS=""Quokka looking up at bubbles, dreamy and peaceful expression"" | TEXT=""うとうと"" P3: ACTION/PROPS=""Quokka giving a thumbs up with a cool wink, confident vibe"" | TEXT=""任せて"" P4: ACTION/PROPS=""Quokka with red face and steam, eyes squeezed shut in anger"" | TEXT=""激おこ"" P5: ACTION/PROPS=""Quokka sipping from a tiny cup, very calm and relaxed face"" | TEXT=""一服"" P6: ACTION/PROPS=""Quokka frozen with a shocked face, pale skin effect"" | TEXT=""ガーン"" P7: ACTION/PROPS=""Quokka looking at a compass, tilting head with a lost expression"" | TEXT=""迷子"" P8: ACTION/PROPS=""Quokka nodding enthusiastically with a giant sparkly smile"" | TEXT=""いいよ"" P9: ACTION/PROPS=""Quokka waving both paws goodbye, looking kind and happy"" | TEXT=""おやすみ""",1
デカ文字！クオッカの敬語１,"P1: ACTION/PROPS=""Quokka bowing deeply with paws together, sincere and polite expression"" | TEXT=""承知いたしました"" P2: ACTION/PROPS=""Quokka giving a big thumbs up with a bright smile, sparkling eyes"" | TEXT=""ありがとうございます"" P3: ACTION/PROPS=""Quokka wiping sweat with a small towel, smiling gently"" | TEXT=""お疲れ様です"" P4: ACTION/PROPS=""Quokka saluting with one paw, looking reliable and confident"" | TEXT=""お任せください"" P5: ACTION/PROPS=""Quokka waving one paw politely with a warm grin"" | TEXT=""失礼いたします"" P6: ACTION/PROPS=""Quokka tilting head slightly with a kind smile, listening pose"" | TEXT=""いかがでしょうか"" P7: ACTION/PROPS=""Quokka holding a giant telephone prop to ear, nodding seriously"" | TEXT=""承知しました"" P8: ACTION/PROPS=""Quokka with paws pressed together in prayer, looking apologetic"" | TEXT=""申し訳ありません"" P9: ACTION/PROPS=""Quokka bowing slightly with a soft and friendly smile"" | TEXT=""よろしくです""",1
デカ文字！クオッカの敬語１,"P1: ACTION/PROPS=""Quokka pointing at a large document, looking focused and smart"" | TEXT=""確認いたしました"" P2: ACTION/PROPS=""Quokka clapping paws together, joyfully celebrating"" | TEXT=""おめでとうございます"" P3: ACTION/PROPS=""Quokka with a question mark above head, looking curious but polite"" | TEXT=""伺ってもいいですか"" P4: ACTION/PROPS=""Quokka holding a warm tea cup, looking calm and relaxed"" | TEXT=""お気になさらず"" P5: ACTION/PROPS=""Quokka giving a firm nod with eyes closed, looking dependable"" | TEXT=""承知です"" P6: ACTION/PROPS=""Quokka offering a flower with a humble and sweet smile"" | TEXT=""感謝いたします"" P7: ACTION/PROPS=""Quokka looking surprised with wide eyes, paws on cheeks"" | TEXT=""本当ですか"" P8: ACTION/PROPS=""Quokka holding a sign that says YES, nodding happily"" | TEXT=""賛成です"" P9: ACTION/PROPS=""Quokka waving both paws goodbye with a peaceful smile"" | TEXT=""おやすみなさい""",1
デカ文字！クオッカの敬語１,"P1: ACTION/PROPS=""Quokka pumping a fist in the air, highly motivated expression"" | TEXT=""頑張ります"" P2: ACTION/PROPS=""Quokka leaning forward with a hand to ear, looking attentive"" | TEXT=""お聞きします"" P3: ACTION/PROPS=""Quokka with stars in eyes, looking up in awe and respect"" | TEXT=""流石でございます"" P4: ACTION/PROPS=""Quokka sweating with a nervous smile, hand behind head"" | TEXT=""恐縮です"" P5: ACTION/PROPS=""Quokka looking at a clock prop, pointing at it urgently"" | TEXT=""お時間大丈夫ですか"" P6: ACTION/PROPS=""Quokka with a bright lightbulb above head, inspired look"" | TEXT=""承知いたしました"" P7: ACTION/PROPS=""Quokka holding a giant pen, writing on an invisible board"" | TEXT=""記録しました"" P8: ACTION/PROPS=""Quokka with a calm and kind expression, eyes closed"" | TEXT=""かしこまりました"" P9: ACTION/PROPS=""Quokka giving a double peace sign, cheerful but polite"" | TEXT=""嬉しいです""",1
デカ文字！クオッカの敬語１,"P1: ACTION/PROPS=""Quokka bowing very low, looking extremely grateful"" | TEXT=""お世話になってます"" P2: ACTION/PROPS=""Quokka looking up with wide, hopeful eyes and a sweet smile"" | TEXT=""お願いします"" P3: ACTION/PROPS=""Quokka waving one paw in a friendly manner, bright face"" | TEXT=""お疲れ様です"" P4: ACTION/PROPS=""Quokka pointing forward with a big grin, very energetic"" | TEXT=""準備完了です"" P5: ACTION/PROPS=""Quokka with a confused face, holding a magnifying glass"" | TEXT=""詳細求む"" P6: ACTION/PROPS=""Quokka touching cheeks with a happy blush, eyes sparkling"" | TEXT=""助かります"" P7: ACTION/PROPS=""Quokka crossing arms into an X shape, serious but cute face"" | TEXT=""難しいです"" P8: ACTION/PROPS=""Quokka holding a heart-shaped cushion, looking sincere"" | TEXT=""真心込めて"" P9: ACTION/PROPS=""Quokka with a soft smile, nodding gently with eyes shut"" | TEXT=""また明日""",1
デカ文字！クオッカの敬語１,"P1: ACTION/PROPS=""Quokka saluting with a very serious and formal face"" | TEXT=""了解しました"" P2: ACTION/PROPS=""Quokka bowing with a gentle and warm expression"" | TEXT=""いつも感謝です"" P3: ACTION/PROPS=""Quokka with a big smile, holding a steaming coffee cup"" | TEXT=""一休みしませんか"" P4: ACTION/PROPS=""Quokka pointing to the side, looking helpful and bright"" | TEXT=""こちらです"" P5: ACTION/PROPS=""Quokka with wide eyes looking shocked, jaw dropped slightly"" | TEXT=""左様でございますか"" P6: ACTION/PROPS=""Quokka holding a megaphone, looking very eager to speak"" | TEXT=""報告です"" P7: ACTION/PROPS=""Quokka crying with large cartoon tears, looking very sorry"" | TEXT=""反省しております"" P8: ACTION/PROPS=""Quokka giving a cool thumbs up and a wink"" | TEXT=""バッチリです"" P9: ACTION/PROPS=""Quokka sleeping peacefully with a small blanket"" | TEXT=""失礼して寝ます""",
デカ文字！クオッカの敬語１,"P1: ACTION/PROPS=""Quokka nodding enthusiastically, very happy and bright face"" | TEXT=""大賛成です"" P2: ACTION/PROPS=""Quokka sweating with a polite but awkward smile"" | TEXT=""あいにく外出中です"" P3: ACTION/PROPS=""Quokka with eyes turned into happy curves, very joyful"" | TEXT=""楽しみです"" P4: ACTION/PROPS=""Quokka holding a large umbrella, looking helpful"" | TEXT=""お気をつけて"" P5: ACTION/PROPS=""Quokka leaning on a cane like a wise elder, smiling"" | TEXT=""お見事です"" P6: ACTION/PROPS=""Quokka looking through a telescope prop, curious gaze"" | TEXT=""拝見しました"" P7: ACTION/PROPS=""Quokka clutching paws together under chin, pleading eyes"" | TEXT=""何卒です"" P8: ACTION/PROPS=""Quokka with a very peaceful and serene face, eyes closed"" | TEXT=""良かったです"" P9: ACTION/PROPS=""Quokka waving with a huge, open-mouthed happy grin"" | TEXT=""お疲れ様でした""",
シュールなデカ文字クオッカ,"P1: ACTION/PROPS=""Quokka gasping with paws on cheeks, extremely shocked wide eyes, jaw dropped"" | TEXT=""まじで"" P2: ACTION/PROPS=""Quokka with sparkling stars in eyes, radiant and ecstatic expression"" | TEXT=""最高"" P3: ACTION/PROPS=""Quokka jumping with joy, paws spread wide, huge laughing mouth"" | TEXT=""わーい"" P4: ACTION/PROPS=""Quokka crying with large cartoon tears, exaggerated sobbing face"" | TEXT=""ぴえん"" P5: ACTION/PROPS=""Quokka pumping both fists in the air, intense fire in eyes"" | TEXT=""あつすぎる"" P6: ACTION/PROPS=""Quokka tilting head with a giant question mark, extremely confused face"" | TEXT=""はて？"" P7: ACTION/PROPS=""Quokka giving a big double thumbs up, winking with a confident grin"" | TEXT=""それな"" P8: ACTION/PROPS=""Quokka looking blankly with dot eyes, soul drifting out of mouth"" | TEXT=""白目"" P9: ACTION/PROPS=""Quokka clapping paws rapidly, looking deeply impressed and moved"" | TEXT=""さすが""",
シュールなデカ文字クオッカ,"P1: ACTION/PROPS=""Quokka clutching heart with both paws, blushing cheeks, eyes closed in bliss"" | TEXT=""尊い"" P2: ACTION/PROPS=""Quokka covering mouth with one paw, snickering with mischievous eyes"" | TEXT=""うける"" P3: ACTION/PROPS=""Quokka with a dark shadow over face, looking horrified and pale"" | TEXT=""震える"" P4: ACTION/PROPS=""Quokka leaning forward with a huge grin, eyes shining with curiosity"" | TEXT=""詳しく"" P5: ACTION/PROPS=""Quokka holding a giant gold medal, beaming with pride"" | TEXT=""天才"" P6: ACTION/PROPS=""Quokka falling backward with legs in the air, shocked expression"" | TEXT=""嘘でしょ"" P7: ACTION/PROPS=""Quokka looking through fingers while covering face, shy but curious"" | TEXT=""チラッ"" P8: ACTION/PROPS=""Quokka with steam coming from ears, face red and puffed out"" | TEXT=""激おこ"" P9: ACTION/PROPS=""Quokka bowing repeatedly with a frantic and apologetic face"" | TEXT=""すまん""",
シュールなデカ文字クオッカ,"P1: ACTION/PROPS=""Quokka making a big circle with arms above head, huge bright smile"" | TEXT=""大正解"" P2: ACTION/PROPS=""Quokka making a big X with arms, looking firm and serious"" | TEXT=""却下"" P3: ACTION/PROPS=""Quokka looking at a smartphone with a frozen, shocked expression"" | TEXT=""通知表"" P4: ACTION/PROPS=""Quokka rubbing belly with a satisfied and sleepy smile"" | TEXT=""満腹"" P5: ACTION/PROPS=""Quokka pointing and laughing heartily, eyes squeezed shut"" | TEXT=""草"" P6: ACTION/PROPS=""Quokka shivering with a blue face and chattering teeth"" | TEXT=""ひえっ"" P7: ACTION/PROPS=""Quokka with a magnifying glass, squinting with a suspicious gaze"" | TEXT=""解読不能"" P8: ACTION/PROPS=""Quokka throwing flowers and confetti, looking very festive"" | TEXT=""神展開"" P9: ACTION/PROPS=""Quokka giving a small, polite nod with a calm smile"" | TEXT=""把握""",
シュールなデカ文字クオッカ,"P1: ACTION/PROPS=""Quokka looking up with sparkling eyes of wonder, jaw dropped"" | TEXT=""すごすぎる"" P2: ACTION/PROPS=""Quokka face-palming with a huge sigh, looking disappointed"" | TEXT=""あちゃー"" P3: ACTION/PROPS=""Quokka with heart-shaped eyes, floating hearts around head"" | TEXT=""キュン"" P4: ACTION/PROPS=""Quokka with a very flat, expressionless mouth and dull eyes"" | TEXT=""虚無"" P5: ACTION/PROPS=""Quokka giving a thumbs up while crying tears of joy"" | TEXT=""感動"" P6: ACTION/PROPS=""Quokka hiding behind a giant leaf, peeking with one eye"" | TEXT=""様子見"" P7: ACTION/PROPS=""Quokka punching the air with a determined and fiery face"" | TEXT=""やるぞ"" P8: ACTION/PROPS=""Quokka wearing a detective hat, looking very thoughtful"" | TEXT=""事件だ"" P9: ACTION/PROPS=""Quokka tilting head with a hand to ear, looking eager to hear"" | TEXT=""おせーて""",
シュールなデカ文字クオッカ,"P1: ACTION/PROPS=""Quokka sweating a giant drop, wearing a forced and awkward smile"" | TEXT=""やばい"" P2: ACTION/PROPS=""Quokka with wide eyes, holding a microphone like a reporter"" | TEXT=""まじすか"" P3: ACTION/PROPS=""Quokka jumping up with a huge star effect in the background"" | TEXT=""きたー"" P4: ACTION/PROPS=""Quokka hugging self and trembling with a scared face"" | TEXT=""こわい"" P5: ACTION/PROPS=""Quokka with a smug and confident face, arms crossed"" | TEXT=""どやあ"" P6: ACTION/PROPS=""Quokka drooling slightly while looking at something tasty"" | TEXT=""よだれ"" P7: ACTION/PROPS=""Quokka with swirls in eyes, looking dizzy and confused"" | TEXT=""むり"" P8: ACTION/PROPS=""Quokka nodding so fast its head is blurred, happy face"" | TEXT=""激しく同意"" P9: ACTION/PROPS=""Quokka waving paws frantically with a panicked expression"" | TEXT=""落ち着いて""",
シュールなデカ文字クオッカ,"P1: ACTION/PROPS=""Quokka bowing so low its head is at the bottom, very humble"" | TEXT=""神様仏様"" P2: ACTION/PROPS=""Quokka with a mischievous grin and a glint in eyes"" | TEXT=""計画通り"" P3: ACTION/PROPS=""Quokka looking at a clock with a shocked and rushed face"" | TEXT=""時間切れ"" P4: ACTION/PROPS=""Quokka giving a small wink and a thumbs up, looking cool"" | TEXT=""了解"" P5: ACTION/PROPS=""Quokka with a bright lightbulb, looking very excited"" | TEXT=""名案"" P6: ACTION/PROPS=""Quokka slumped over with a grey aura, looking defeated"" | TEXT=""詰んだ"" P7: ACTION/PROPS=""Quokka saluting with a very determined and serious look"" | TEXT=""承知"" P8: ACTION/PROPS=""Quokka with a giant sparkly smile, looking purely innocent"" | TEXT=""いいよ"" P9: ACTION/PROPS=""Quokka waving goodbye with a warm and friendly smile"" | TEXT=""乙""",
デカ文字！クオッカのリアクション,"P1: ACTION/PROPS=""Quokka with jaw dropped to the floor, eyes popping out in total disbelief"" | TEXT=""嘘でしょ"" P2: ACTION/PROPS=""Quokka doing a celebratory dance, paws in the air, ecstatic grin"" | TEXT=""優勝"" P3: ACTION/PROPS=""Quokka eyes replaced by giant red hearts, leaning forward with a blush"" | TEXT=""好きすぎ"" P4: ACTION/PROPS=""Quokka with dark bags under eyes, holding a large cup of coffee, exhausted face"" | TEXT=""限界"" P5: ACTION/PROPS=""Quokka with a glowing golden aura, looking extremely divine and peaceful"" | TEXT=""尊い"" P6: ACTION/PROPS=""Quokka clutching stomach and laughing so hard tears are flying out"" | TEXT=""腹痛い"" P7: ACTION/PROPS=""Quokka peeking through spread fingers, face red with embarrassment"" | TEXT=""見ちゃダメ"" P8: ACTION/PROPS=""Quokka looking down at an empty wallet or plate, soul leaving body"" | TEXT=""絶望"" P9: ACTION/PROPS=""Quokka giving a small thumbs up while buried in work or papers"" | TEXT=""生きてる""",
デカ文字！クオッカのリアクション,"P1: ACTION/PROPS=""Quokka looking through a giant magnifying glass, squinting suspiciously"" | TEXT=""特定した"" P2: ACTION/PROPS=""Quokka with wide eyes and open mouth, looking at a phone in shock"" | TEXT=""えええ"" P3: ACTION/PROPS=""Quokka with a smug face, wearing cool sunglasses, looking super confident"" | TEXT=""知ってた"" P4: ACTION/PROPS=""Quokka shivering with a blue face, ice cubes floating around head"" | TEXT=""寒気"" P5: ACTION/PROPS=""Quokka pumping a fist with fire burning in the background"" | TEXT=""負けない"" P6: ACTION/PROPS=""Quokka with a flat mouth and half-closed eyes, looking totally bored"" | TEXT=""で？"" P7: ACTION/PROPS=""Quokka hugging a giant pillow, looking cozy and sleepy"" | TEXT=""幸せ"" P8: ACTION/PROPS=""Quokka with steam blowing out of nose, looking ready to explode"" | TEXT=""無理"" P9: ACTION/PROPS=""Quokka giving a deep, respectful bow with eyes closed"" | TEXT=""感謝""",
デカ文字！クオッカのリアクション,"P1: ACTION/PROPS=""Quokka making a heart with both paws, winking with a cute smile"" | TEXT=""愛だね"" P2: ACTION/PROPS=""Quokka tilting head with three large question marks overhead"" | TEXT=""理解不能"" P3: ACTION/PROPS=""Quokka holding a giant '100 points' sign, beaming with joy"" | TEXT=""満点"" P4: ACTION/PROPS=""Quokka face down with small bubbles coming out, totally defeated"" | TEXT=""おしまい"" P5: ACTION/PROPS=""Quokka looking side to side with a sneaky and mischievous grin"" | TEXT=""しめしめ"" P6: ACTION/PROPS=""Quokka wiping away a single dramatic tear, looking deeply moved"" | TEXT=""全米泣いた"" P7: ACTION/PROPS=""Quokka holding a giant megaphone, shouting with wide mouth"" | TEXT=""速報"" P8: ACTION/PROPS=""Quokka with a blank face and dot eyes, holding a tea cup"" | TEXT=""静観"" P9: ACTION/PROPS=""Quokka waving both paws frantically, looking very panicked"" | TEXT=""わわわ""",
